"Maquinaria","Hardware","Software","CapacitacionP","EstudioMer","Ventas_anuales2014"
"Si","Si","Si","No","Si",2.4687794E7
"No","No","No","No","No",688000.0
"Si","No","No","No","No",1376253.0
"Si","No","No","No","No",3892187.0
"Si","No","No","No","No",1.4056531E7
"Si","No","No","No","No",5.9426674E7
"No","No","No","No","No",1551312.0
"Si","No","No","No","No",1.6363014E7
"Si","No","No","Si","No",1.5197946E7
"No","No","Si","Si","No",8614963.0
"No","No","No","No","No",632347.0
"No","No","No","No","Si",4.1858909E7
"Si","Si","Si","Si","Si",2.2747297E7
"No","No","No","No","No",5042000.0
"No","No","No","No","No",2.21522E7
"No","No","No","Si","Si",2.2935489E7
"No","No","No","No","No",3540217.0
"No","Si","Si","Si","No",8152716.0
"No","No","No","No","No",2.848E7
"No","No","No","No","No",3929530.0
"No","No","Si","No","No",1.1992669E7
"No","No","No","No","No",1.34163849E8
"No","No","No","No","No",1.3800622E7
"Si","Si","No","No","No",4.5732871E7
"No","No","No","No","No",1.2550601E7
"No","No","No","No","No",5402502.0
"No","No","No","No","No",1.5890752E7
"No","No","No","Si","No",7202379.0
"Si","No","No","No","No",4.94561021E8
"No","Si","No","Si","No",1.2582715E7
"No","No","No","No","No",1.0201116E7
"Si","No","No","Si","No",1.15087E7
"Si","No","No","No","No",1.9982E7
"No","No","No","No","No",8779106.0
"No","No","No","No","No",1.4349203E7
"No","No","No","No","No",2.0753234E7
"No","No","No","No","No",816113.0
"No","No","No","No","No",6749975.0
"Si","No","No","No","Si",1.21047081E8
"No","No","No","No","No",3500000.0
"Si","No","No","No","No",3424399.0
"No","No","No","No","No",2.5496454E7
"No","No","No","No","No",2.78061617E8
"No","No","No","No","No",236651.0
"No","No","Si","No","No",6764482.0
"No","No","No","No","No",1.4118739E7
"No","No","No","No","No",1.3317396E7
"No","No","No","No","No",1.9463236E7
"Si","No","No","No","No",2.0022328E8
"No","Si","No","No","No",6932000.0
"No","No","No","No","No",3556548.0
"No","No","No","No","No",4.49587168E8
"Si","Si","No","No","No",1.1148804E7
"Si","Si","No","Si","Si",1.66464977E8
"Si","No","No","Si","No",1.022E7
"No","No","No","No","No",525470.0
"No","No","No","No","No",705308.0
"Si","No","No","No","No",8699078.0
"No","No","No","No","No",6594955.0
"No","No","No","No","No",3.0817954E7
"No","No","No","No","No",5000000.0
"Si","Si","No","No","No",1.45E7
"No","No","No","No","No",3089000.0
"No","No","No","No","No",230245.0
"Si","No","No","Si","No",1.0250841E7
"No","No","No","No","No",2.27834859E8
"Si","No","No","Si","No",5134582.0
"No","No","No","No","No",4.4658202E7
"No","No","No","No","No",675000.0
"No","No","No","No","No",2.6807419E7
"No","No","No","No","No",969026.0
"No","No","No","No","No",1.7940565E7
"No","No","No","No","No",1.011933E7
"No","No","No","No","No",5.1766124E7
"No","No","No","No","No",4.9433295E7
"No","No","No","No","No",6854460.0
"No","No","No","No","No",7823452.0
"No","No","No","No","No",1.8335573E7
"No","No","No","No","No",1.6205991E7
"No","No","No","No","No",1.6297922E7
"No","No","No","No","No",1.94138461E8
"No","Si","Si","Si","No",5.219912E7
"Si","No","No","Si","No",5.5706683E7
"Si","Si","Si","Si","Si",1.8463405E7
"No","No","No","No","No",2.8051066E7
"No","No","No","Si","No",1.0476272E7
"No","No","No","No","No",3538304.0
"No","No","No","No","No",7235135.0
"No","No","No","No","No",2.42598842E8
"Si","No","No","No","No",8769185.0
"No","No","No","No","No",3.9678626E7
"No","No","No","No","No",114804.0
"No","No","No","No","No",1.495961E7
"Si","Si","No","Si","No",3.03744407E8
"No","No","No","No","No",1.271046E7
"Si","Si","Si","Si","No",4100699.0
"No","No","No","No","No",1.01203E7
"No","No","No","No","No",1438835.0
"No","No","Si","No","No",4.8426206E7
"No","No","No","No","No",6192146.0
"No","No","No","No","No",5.3477928E7
"No","No","No","No","No",3282079.0
"Si","No","No","No","No",2.8468373E7
"No","No","No","No","No",329708.0
"No","No","Si","No","No",2.9194792E7
"No","No","No","No","No",2.3457E7
"No","No","No","No","No",9784500.0
"No","No","No","No","No",7834659.0
"Si","Si","Si","Si","No",2006444.0
"Si","No","No","No","No",3643437.0
"No","No","No","No","No",1026000.0
"No","No","No","No","No",1.1423504E7
"No","No","No","No","No",2.295553E7
"No","No","No","No","No",8550486.0
"Si","No","No","No","No",188800.0
"No","No","No","No","No",163751.0
"Si","Si","Si","Si","No",1.23462677E8
"No","No","No","No","No",3660000.0
"No","No","No","Si","No",5694988.0
"No","No","No","No","No",1.7849136E7
"No","No","No","No","No",3.17426191E8
"No","No","No","No","No",1.744095E7
"No","No","No","No","No",4.3393972E7
"No","No","No","No","No",2.1527478E7
"No","No","No","No","No",1.849072E7
"No","No","No","No","No",1.0497629E7
"No","Si","Si","No","No",8.9352698E7
"Si","Si","No","No","No",1456226.0
"No","No","No","No","No",1.7500537E7
"Si","No","No","No","No",4016018.0
"No","No","No","Si","Si",5407825.0
"No","No","No","No","No",7.48E7
"No","No","No","No","No",1.1925591E7
"No","No","No","No","No",1.0925509E7
"No","No","No","No","No",2.9967049E7
"No","No","No","No","No",1.0016026E7
"No","No","No","No","No",8311263.0
"No","No","No","No","No",1.9241824E7
"No","No","No","No","No",2.544755E7
"Si","No","No","No","No",2.0115771E7
"Si","Si","No","No","No",4244868.0
"No","No","Si","No","No",5.92529907E8
"Si","No","Si","No","No",6.0950529E7
"No","No","No","No","No",7600000.0
"No","No","No","No","No",8490390.0
"No","No","No","No","No",6.36924193E8
"No","No","No","No","No",5230558.0
"Si","No","No","Si","No",7.4860959E7
"No","No","No","No","No",1.2042655E7
"No","No","No","No","No",1.95E7
"No","No","No","No","No",1.1719122E7
"No","No","No","No","No",3.0445115E7
"No","No","No","No","No",8823909.0
"No","No","No","No","No",3039957.0
"No","No","No","No","No",6283000.0
"No","No","No","No","No",1.4694588E8
"Si","No","No","No","Si",3036688.0
"No","Si","Si","Si","No",1.4195449E7
"No","No","No","No","No",9748469.0
"Si","No","No","Si","No",4.5912186E7
"No","No","No","No","No",6782172.0
"No","No","No","No","No",191000.0
"No","No","No","No","No",580563.0
"No","No","No","No","No",1.9141366E7
"Si","Si","No","Si","Si",3.427568E7
"No","No","No","No","No",3.5160664E7
"No","No","No","No","No",1.1928055E7
"No","No","No","No","No",2945787.0
"Si","No","No","No","No",1.67533218E8
"Si","Si","No","No","No",1.0247612E7
"No","No","No","No","No",7478357.0
"No","No","No","No","No",955371.0
"No","No","No","No","No",240447.0
"No","No","No","No","No",2.2976383E7
"No","No","No","No","No",4946905.0
"No","No","No","No","No",200000.0
"No","No","No","No","No",1.0611847E7
"Si","No","No","Si","Si",1.2E7
"No","No","No","No","No",9716293.0
"No","No","No","No","No",325080.0
"No","No","No","No","No",2498387.0
"No","No","No","No","No",8196080.0
"No","No","No","No","No",4863201.0
"No","No","No","No","No",4.2661184E7
"No","No","No","No","No",100000.0
"No","No","No","No","No",2400000.0
"No","No","No","No","No",4000000.0
"Si","Si","Si","Si","No",6265037.0
"No","No","No","No","No",2.1332878E7
"Si","No","No","No","No",1386705.0
"Si","No","Si","Si","No",3053422.0
"Si","Si","No","Si","No",2.1996E7
"No","No","No","No","No",90000.0
"No","No","No","No","No",406587.0
"Si","No","Si","Si","No",7629459.0
"No","No","No","No","No",3.7770197E7
"No","Si","No","Si","No",1300307.0
"No","No","No","No","No",7.4824894E7
"No","No","No","No","No",9.2649368E7
"Si","No","No","No","No",1.2787E7
"Si","Si","No","Si","No",9262999.0
"No","No","No","No","No",405131.0
"No","No","No","No","No",4.1208248E7
"No","Si","No","No","No",3628583.0
"No","No","No","No","No",2903714.0
"No","No","No","No","No",1.911874E7
"No","No","No","No","No",951549.0
"Si","No","No","Si","No",1.5795251E7
"No","No","No","No","No",6523566.0
"No","Si","Si","No","No",5822327.0
"No","No","No","No","No",4807704.0
"No","No","No","No","No",2196000.0
"No","No","No","No","No",2947892.0
"No","No","No","No","Si",99208.0
"No","No","No","No","No",9.4052395E7
"No","No","No","No","No",1.9704282E7
"No","No","No","No","No",852539.0
"No","No","No","No","No",314688.0
"No","No","No","No","No",1.2328765E7
"No","No","No","No","No",4.3655453E7
"No","No","No","No","No",2568026.0
"Si","Si","Si","Si","No",444519.0
"No","No","No","No","No",5.6590089E7
"No","No","No","No","No",6506770.0
"Si","Si","Si","Si","No",1.9347596E7
"No","No","No","No","No",9247771.0
"No","No","No","No","No",3.1787938E7
"No","No","No","No","No",6275351.0
"No","No","No","No","No",5868197.0
"Si","No","No","No","No",1.3423314E7
"No","No","No","No","No",4000000.0
"No","No","No","No","No",2502500.0
"No","No","No","No","No",1378856.0
"Si","No","Si","Si","No",2.08371723E8
"No","No","No","Si","Si",2.8E7
"No","No","No","No","No",1.0927728E7
"No","No","No","No","No",6087883.0
"No","No","No","No","No",1388894.0
"No","No","No","No","No",6667158.0
"No","No","No","No","No",1.0528892E7
"No","No","No","No","No",1.7527854E7
"No","No","No","No","No",6500000.0
"No","No","No","No","No",1.0309E7
"No","No","No","No","No",3051820.0
"No","No","No","No","No",9348537.0
"Si","No","No","No","No",180000.0
"No","No","No","No","No",121202.0
"Si","No","No","Si","No",2.6182939E7
"No","No","Si","No","No",6.263958E7
"Si","Si","Si","Si","No",2.2276018E7
"No","No","No","No","No",2.2603811E7
"No","No","No","No","No",4266369.0
"No","No","No","No","No",2.8703112E7
"Si","No","No","Si","No",1.33451629E8
"Si","Si","Si","Si","Si",3.7899952E7
"Si","No","No","No","No",3970000.0
"Si","Si","Si","Si","No",5720341.0
"No","No","No","No","No",3905200.0
"Si","Si","Si","Si","Si",3200000.0
"No","No","Si","No","No",1.04101793E8
"No","Si","Si","Si","No",3900000.0
"No","No","No","No","No",69600.0
"No","No","No","No","No",479467.0
"No","No","No","No","No",553522.0
"No","No","No","No","No",89630.0
"No","No","No","No","No",320861.0
"No","No","No","No","No",4500000.0
"No","No","No","No","Si",1.6806518E7
"Si","No","No","No","No",2.15096048E8
"Si","Si","No","No","No",1.2615117E7
"Si","No","No","No","No",625359.0
"Si","No","Si","Si","Si",1.22292654E8
"No","No","No","No","No",765000.0
"Si","Si","Si","Si","Si",9447389.0
"Si","No","Si","No","No",556000.0
"Si","Si","No","No","No",2.7005607E7
"No","No","No","No","No",243000.0
"No","No","No","No","No",1600000.0
"Si","No","No","No","No",2.184086E7
"No","No","No","No","No",8358400.0
"No","No","No","No","No",120000.0
"No","No","No","No","No",350000.0
"No","No","No","No","No",817666.0
"Si","No","No","Si","Si",7.4544428E7
"No","No","No","No","No",1949833.0
"No","Si","Si","No","No",7000000.0
"No","No","No","No","No",5698376.0
"No","No","No","No","No",210874.0
"No","No","No","No","No",1.1824179E7
"No","No","No","No","No",1.7241628E7
"No","No","No","No","No",3704574.0
"No","No","No","No","No",210963.0
"No","No","Si","Si","No",6603827.0
"No","No","Si","No","No",7289260.0
"No","No","No","No","No",3060823.0
"Si","No","No","Si","No",2.7E7
"No","No","No","No","No",672258.0
"No","No","No","No","Si",2.0102E7
"No","No","No","No","No",1.07303645E8
"No","No","No","No","No",539995.0
"No","No","No","No","No",6574954.0
"No","No","No","No","No",577156.0
"No","No","No","No","No",500000.0
"Si","No","No","No","No",3.07E7
"Si","Si","Si","No","No",3746745.0
"No","No","No","No","No",348472.0
"No","Si","Si","Si","No",150000.0
"No","No","No","No","No",1576366.0
"Si","No","No","Si","No",2619894.0
"No","No","No","No","No",3100000.0
"Si","No","No","No","No",3.3483256E7
"No","No","No","No","No",135000.0
"Si","Si","Si","Si","No",516708.0
"No","No","No","No","No",1770280.0
"No","No","No","No","No",7532747.0
"No","Si","No","No","No",1.6394793E7
"No","No","No","No","No",1.9417653E7
"No","No","No","No","No",1.2688671E7
"No","No","No","No","No",1308570.0
"No","No","No","No","No",1.603E7
"No","No","No","No","No",229582.0
"No","No","No","No","No",1.5518544E7
"No","No","No","No","No",1726394.0
"No","No","No","No","No",1.9857649E7
"No","No","No","No","No",1.6842037E7
"No","No","No","No","No",395382.0
"No","No","No","No","No",6.0860202E7
"No","No","No","No","No",6558000.0
"No","No","No","No","No",5000000.0
"Si","No","No","No","No",1.8964512E7
"No","Si","Si","No","No",4404229.0
"Si","Si","Si","No","No",3878166.0
"Si","Si","Si","No","No",3.532473E7
"No","No","No","No","No",7804361.0
"Si","Si","Si","No","No",6.7277093E7
"Si","No","No","No","No",7531109.0
"No","No","No","No","No",1.7318274E7
"No","Si","Si","Si","No",473822.0
"No","No","No","No","No",4181405.0
"Si","Si","Si","No","No",2.89751053E8
"No","No","No","No","No",1.0577836E7
"No","No","No","No","No",9061962.0
"No","No","No","No","No",1038194.0
"No","No","No","No","No",6270241.0
"No","No","No","No","No",1.9299615E7
"No","No","No","No","No",4022317.0
"Si","No","No","No","No",2.6943129E7
"No","No","No","No","No",856416.0
"Si","Si","No","No","No",8577293.0
"No","No","No","No","No",939154.0
"No","No","No","Si","No",5733055.0
"No","No","No","No","No",1.8003278E8
"No","No","No","No","No",241000.0
"No","No","No","No","No",339994.0
"No","No","No","No","No",3342108.0
"No","No","No","No","No",4764212.0
"Si","No","No","No","Si",877378.0
"No","No","No","No","No",5.5122525E7
"No","No","No","No","No",8009689.0
"No","No","No","No","No",5718517.0
"No","No","No","No","No",5304475.0
"No","No","No","No","No",1.1178587E7
"No","No","No","No","No",5.8414116E7
"Si","No","No","No","No",4.828686E7
"No","No","No","No","No",7186483.0
"No","No","No","No","No",7043210.0
"No","No","No","No","No",310284.0
"No","No","No","No","No",5.0486953E7
"No","No","No","No","No",1.2958309E7
"No","No","No","No","No",4716187.0
"No","Si","Si","Si","No",6.3680838E7
"Si","No","No","No","No",9144475.0
"No","No","No","No","No",2300000.0
"Si","No","No","Si","No",1.1416833E7
"Si","No","No","No","No",278731.0
"No","No","No","No","No",6319000.0
"No","No","No","No","No",4.3049257E7
"No","No","No","No","No",2457155.0
"Si","No","Si","Si","No",618732.0
"Si","Si","Si","Si","No",1.4E7
"No","No","Si","No","No",7.2992641E7
"No","No","No","Si","No",1402308.0
"Si","No","Si","No","No",1.0218991E7
"No","No","No","No","No",392337.0
"Si","No","No","No","No",1090000.0
"No","No","No","No","No",1.079899E7
"No","No","No","No","No",2.9007444E7
"No","No","No","No","No",4803331.0
"Si","No","No","No","No",997330.0
"No","No","Si","No","No",1188973.0
"No","No","No","No","No",2940582.0
"No","No","Si","No","No",4270247.0
"No","No","No","No","No",2233706.0
"No","No","No","No","No",9365022.0
"No","No","No","Si","No",9.75072857E8
"No","No","No","No","No",5292416.0
"Si","Si","Si","Si","No",1.0781577E7
"No","No","No","No","No",1151826.0
"No","No","No","No","No",761208.0
"Si","Si","Si","No","No",4626139.0
"No","No","No","No","No",500000.0
"Si","Si","No","No","No",9.794936E7
"No","No","No","No","No",908356.0
"Si","Si","Si","Si","Si",3.2E7
"No","No","No","No","No",5.8312552E7
"No","No","No","No","No",1.69374391E8
"Si","Si","Si","Si","No",4.0203948E7
"No","No","No","No","No",1254127.0
"Si","No","No","No","No",2878255.0
"No","No","No","No","No",9.7772E7
"No","No","No","No","No",2.9725796E7
"No","No","No","No","No",406587.0
"No","No","No","No","No",4187931.0
"No","No","No","No","No",2674583.0
"No","No","No","No","No",1.35012E7
"No","No","No","No","No",1.9990203E7
"No","No","No","No","No",1064118.0
"No","No","No","No","No",4601157.0
"No","No","No","No","No",2136785.0
"No","No","No","No","No",195077.0
"No","No","No","No","No",5498085.0
"No","No","No","Si","No",1.5451913E7
"No","No","No","No","No",3.5783282E7
"No","No","No","No","No",881494.0
"No","No","No","No","No",1.5431902E7
"No","No","No","No","No",1.3600887E7
"No","No","No","No","No",3.5704643E7
"No","No","No","No","No",149070.0
"No","No","No","No","No",127387.0
"Si","No","No","No","No",7548918.0
"No","No","No","No","No",2.2469062E7
"No","No","No","No","No",382821.0
"No","No","No","No","No",8.3162752E7
"Si","No","No","No","Si",998700.0
"No","No","No","No","No",1749853.0
"No","No","Si","No","No",9433712.0
"No","No","No","No","No",199655.0
"No","No","No","No","No",3448674.0
"No","No","No","No","No",3.08589318E8
"No","No","No","No","No",3.1316888E7
"No","Si","Si","Si","No",6982401.0
"No","No","No","No","No",5431900.0
"No","No","No","No","No",8871046.0
"Si","No","No","No","No",1638433.0
"No","Si","Si","Si","Si",8340000.0
"Si","Si","Si","Si","No",6391819.0
"No","No","No","No","No",4.05E7
"No","No","No","No","No",547233.0
"Si","No","No","No","No",2340000.0
"No","No","No","No","No",5694392.0
"No","No","No","No","No",3295578.0
"No","No","No","No","No",3.5273269E7
"No","No","No","No","No",3.8428752E7
"No","No","No","No","No",1108945.0
"No","No","No","No","No",3.1455818E7
"No","No","No","No","No",6100000.0
"No","No","No","No","No",858954.0
"No","No","No","No","No",9928376.0
"Si","No","Si","Si","No",5632979.0
"No","No","No","No","No",2.64E7
"No","No","No","No","No",1822976.0
"No","No","No","No","No",959066.0
"No","No","No","No","No",605312.0
"No","No","No","No","No",600000.0
"No","No","No","No","No",2.2556437E7
"No","No","No","Si","No",1.1012494E7
"No","No","No","No","No",879072.0
